Date : 2026-01-16 09:51:03
Directory : d:\github\NODE-JS\work\periodtracker
Total : 606 files,  81852 codes, 1580 comments, 7072 blanks, all 90504 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\AuthScreen\components\SignUp\index.tsx                                        | TypeScript JSX     |         38 |          0 |          5 |         43 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\AuthScreen\components\Welcome.tsx                                             | TypeScript JSX     |         62 |          0 |         10 |         72 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\AuthScreen\components\WelcomeCard.tsx                                         | TypeScript JSX     |         71 |          0 |          7 |         78 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\AuthScreen\index.tsx                                                          | TypeScript JSX     |         92 |          0 |         12 |        104 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\AvatarAndThemeScreen\index.tsx                                                | TypeScript JSX     |        229 |          2 |         21 |        252 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\CalendarScreen\index.tsx                                                      | TypeScript JSX     |        277 |         15 |         39 |        331 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\ContactUsScreen\index.tsx                                                     | TypeScript JSX     |        108 |          0 |         14 |        122 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\DayScreen\components\DayTracker\DidYouKnowCard.tsx                            | TypeScript JSX     |         53 |          0 |          5 |         58 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\DayScreen\components\DayTracker\EmojiQuestionCard.tsx                         | TypeScript JSX     |        200 |          3 |         19 |        222 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\DayScreen\components\DayTracker\NotesCard.tsx                                 | TypeScript JSX     |         86 |          0 |         11 |         97 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\DayScreen\components\DayTracker\QuizCard.tsx                                  | TypeScript JSX     |        157 |          1 |         11 |        169 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\DayScreen\components\DayTracker\index.tsx                                     | TypeScript JSX     |         44 |          2 |         11 |         57 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\DayScreen\components\DayTracker\types.ts                                      | TypeScript         |         24 |          0 |          5 |         29 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\DayScreen\components\Survey\SurveyCollect.tsx                                 | TypeScript JSX     |         51 |          0 |         10 |         61 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\DayScreen\components\Survey\SurveyConsent.tsx                                 | TypeScript JSX     |         31 |          0 |          5 |         36 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\DayScreen\components\Survey\SurveyContext.tsx                                 | TypeScript JSX     |        181 |          3 |         37 |        221 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\DayScreen\components\Survey\index.tsx                                         | TypeScript JSX     |        128 |          0 |         13 |        141 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\DayScreen\index.tsx                                                           | TypeScript JSX     |         39 |          0 |         11 |         50 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\EditProfileScreen\EditPasswordModal.tsx                                       | TypeScript JSX     |        140 |          1 |         18 |        159 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\EditProfileScreen\EditSecretModal.tsx                                         | TypeScript JSX     |        169 |          1 |         22 |        192 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\EditProfileScreen\index.tsx                                                   | TypeScript JSX     |        298 |         10 |         48 |        356 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\EncyclopediaScreen\EncyclopediaContext.tsx                                    | TypeScript JSX     |        152 |          0 |         28 |        180 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\EncyclopediaScreen\components\Accordion.tsx                                   | TypeScript JSX     |        204 |          1 |         21 |        226 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\EncyclopediaScreen\components\CategoryPicker.tsx                              | TypeScript JSX     |         65 |          0 |         12 |         77 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\EncyclopediaScreen\components\HelpCard.tsx                                    | TypeScript JSX     |         41 |          0 |          4 |         45 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\EncyclopediaScreen\components\VideoPlayer.tsx                                 | TypeScript JSX     |        140 |          1 |         22 |        163 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\EncyclopediaScreen\index.tsx                                                  | TypeScript JSX     |         44 |          0 |          6 |         50 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\FindHelpScreen\components\HelpCenterCard.tsx                                  | TypeScript JSX     |        150 |          2 |         15 |        167 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\FindHelpScreen\components\HelpFiltersModal.tsx                                | TypeScript JSX     |        239 |          2 |         34 |        275 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\FindHelpScreen\index.tsx                                                      | TypeScript JSX     |        146 |          5 |         24 |        175 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\InfoScreen\index.tsx                                                          | TypeScript JSX     |         79 |          0 |          7 |         86 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\MainScreen\DayScrollContext.tsx                                               | TypeScript JSX     |        349 |         31 |         60 |        440 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\MainScreen\TutorialContext.tsx                                                | TypeScript JSX     |        193 |          2 |         35 |        230 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\MainScreen\components\Carousel.tsx                                            | TypeScript JSX     |         62 |          0 |         13 |         75 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\MainScreen\components\CenterCard.tsx                                          | TypeScript JSX     |         72 |          0 |          5 |         77 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\MainScreen\components\CircleProgress.tsx                                      | TypeScript JSX     |         44 |          0 |          5 |         49 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\MainScreen\components\TutorialArrow.tsx                                       | TypeScript JSX     |         32 |          0 |          5 |         37 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\MainScreen\components\TutorialFeature.tsx                                     | TypeScript JSX     |        135 |          2 |         23 |        160 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\MainScreen\components\TutorialSkip.tsx                                        | TypeScript JSX     |         29 |          0 |          6 |         35 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\MainScreen\components\TutorialTextbox.tsx                                     | TypeScript JSX     |         52 |          0 |          6 |         58 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\MainScreen\components\Wheel.tsx                                               | TypeScript JSX     |        111 |          1 |         19 |        131 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\MainScreen\components\WheelRing.tsx                                           | TypeScript JSX     |        142 |          3 |         17 |        162 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\MainScreen\index.tsx                                                          | TypeScript JSX     |        212 |         13 |         30 |        255 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\MainScreen\tutorialOne.ts                                                     | TypeScript         |        109 |          0 |          6 |        115 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\MainScreen\tutorialTwo.ts                                                     | TypeScript         |         88 |          0 |          7 |         95 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\PrivacyScreen\index.tsx                                                       | TypeScript JSX     |         18 |          0 |          4 |         22 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\ProfileScreen\components\CycleCard.tsx                                        | TypeScript JSX     |        174 |          3 |         16 |        193 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\ProfileScreen\components\ProfileDetails.tsx                                   | TypeScript JSX     |        177 |          3 |         12 |        192 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\ProfileScreen\components\SaveAccountButton.tsx                                | TypeScript JSX     |         74 |          2 |         14 |         90 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\ProfileScreen\index.tsx                                                       | TypeScript JSX     |         31 |          0 |          5 |         36 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\SettingsScreen\index.tsx                                                      | TypeScript JSX     |        168 |          1 |         13 |        182 |
| d:\github\NODE-JS\work\periodtracker\app\src\screens\TermsScreen\index.tsx                                                         | TypeScript JSX     |         18 |          0 |          4 |         22 |
| d:\github\NODE-JS\work\periodtracker\app\src\services\HttpClient.ts                                                                | TypeScript         |        290 |         38 |         14 |        342 |
| d:\github\NODE-JS\work\periodtracker\app\src\services\asset.ts                                                                     | TypeScript         |         15 |          6 |          4 |         25 |
| d:\github\NODE-JS\work\periodtracker\app\src\services\auth.ts                                                                      | TypeScript         |          4 |          0 |          2 |          6 |
| d:\github\NODE-JS\work\periodtracker\app\src\services\dateUtils.ts                                                                 | TypeScript         |         30 |          0 |         10 |         40 |
| d:\github\NODE-JS\work\periodtracker\app\src\services\device.ts                                                                    | TypeScript         |          6 |          0 |          3 |          9 |
| d:\github\NODE-JS\work\periodtracker\app\src\services\firebase.ts                                                                  | TypeScript         |         43 |          7 |          9 |         59 |
| d:\github\NODE-JS\work\periodtracker\app\src\services\network.ts                                                                   | TypeScript         |          5 |          0 |          2 |          7 |
| d:\github\NODE-JS\work\periodtracker\app\src\services\restriction.ts                                                               | TypeScript         |         41 |         12 |         18 |         71 |
| d:\github\NODE-JS\work\periodtracker\app\src\services\utils.ts                                                                     | TypeScript         |         31 |          7 |         10 |         48 |
| d:\github\NODE-JS\work\periodtracker\app\src\services\uuid.ts                                                                      | TypeScript         |          1 |          0 |          1 |          2 |
| d:\github\NODE-JS\work\periodtracker\app\src\types\dailyCards.ts                                                                   | TypeScript         |         12 |          0 |          6 |         18 |
| d:\github\NODE-JS\work\periodtracker\app\src\types\index.ts                                                                        | TypeScript         |         24 |          1 |          3 |         28 |
| d:\github\NODE-JS\work\periodtracker\app\tsconfig.json                                                                             | JSON with Comments |          7 |          0 |          1 |          8 |
| d:\github\NODE-JS\work\periodtracker\bin\db-migration.sh                                                                           | Shell Script       |          2 |          0 |          1 |          3 |
| d:\github\NODE-JS\work\periodtracker\bin\db-projection.sh                                                                          | Shell Script       |          2 |          0 |          1 |          3 |
| d:\github\NODE-JS\work\periodtracker\bin\modules\checkout.sh                                                                       | Shell Script       |         25 |         10 |         10 |         45 |
| d:\github\NODE-JS\work\periodtracker\bin\modules\paths.sh                                                                          | Shell Script       |          5 |          4 |          4 |         13 |
| d:\github\NODE-JS\work\periodtracker\bin\modules\pull.sh                                                                           | Shell Script       |         12 |          7 |          8 |         27 |
| d:\github\NODE-JS\work\periodtracker\bin\modules\remove.sh                                                                         | Shell Script       |          7 |          4 |          9 |         20 |
| d:\github\NODE-JS\work\periodtracker\bin\setup\config.sh                                                                           | Shell Script       |         12 |          4 |          5 |         21 |
| d:\github\NODE-JS\work\periodtracker\bin\setup\eas.sh                                                                              | Shell Script       |          1 |          1 |          2 |          4 |
| d:\github\NODE-JS\work\periodtracker\cli.js                                                                                        | JavaScript         |          3 |          0 |          2 |          5 |
| d:\github\NODE-JS\work\periodtracker\convert-base64.js                                                                             | JavaScript         |          4 |          0 |          4 |          8 |
| d:\github\NODE-JS\work\periodtracker\docker-compose.override.yml                                                                   | YAML               |         25 |          0 |          1 |         26 |
| d:\github\NODE-JS\work\periodtracker\docker-compose.yml                                                                            | YAML               |         35 |          0 |          1 |         36 |
| d:\github\NODE-JS\work\periodtracker\docs\changelogs\2024-02-15.md                                                                 | Markdown           |         12 |          0 |          6 |         18 |
| d:\github\NODE-JS\work\periodtracker\docs\code\optional_submodules.md                                                              | Markdown           |         32 |          0 |         16 |         48 |
| d:\github\NODE-JS\work\periodtracker\docs\code\recommended_reading.md                                                              | Markdown           |          6 |          0 |          6 |         12 |
| d:\github\NODE-JS\work\periodtracker\docs\code\routes.md                                                                           | Markdown           |        153 |          0 |         40 |        193 |
| d:\github\NODE-JS\work\periodtracker\docs\dependencies\M1.md                                                                       | Markdown           |         79 |          0 |         45 |        124 |
| d:\github\NODE-JS\work\periodtracker\docs\dependencies\index.md                                                                    | Markdown           |         61 |          0 |         43 |        104 |
| d:\github\NODE-JS\work\periodtracker\docs\dependencies\vscode.md                                                                   | Markdown           |         17 |          0 |         10 |         27 |
| d:\github\NODE-JS\work\periodtracker\docs\deployment\adminer.md                                                                    | Markdown           |         14 |          0 |         10 |         24 |
| d:\github\NODE-JS\work\periodtracker\docs\deployment\build_tag_push_apply.md                                                       | Markdown           |         62 |          0 |         35 |         97 |
| d:\github\NODE-JS\work\periodtracker\docs\deployment\cluster.md                                                                    | Markdown           |        103 |          0 |         60 |        163 |
| d:\github\NODE-JS\work\periodtracker\docs\deployment\cluster_config.md                                                             | Markdown           |         53 |          0 |         33 |         86 |
| d:\github\NODE-JS\work\periodtracker\docs\deployment\database_droplet.md                                                           | Markdown           |        144 |          0 |         92 |        236 |
| d:\github\NODE-JS\work\periodtracker\docs\deployment\delete_account.md                                                             | Markdown           |          7 |          0 |          7 |         14 |
| d:\github\NODE-JS\work\periodtracker\docs\deployment\deployment.md                                                                 | Markdown           |         40 |          0 |         24 |         64 |
| d:\github\NODE-JS\work\periodtracker\docs\deployment\deployment_overview.md                                                        | Markdown           |         16 |          0 |          5 |         21 |
| d:\github\NODE-JS\work\periodtracker\docs\deployment\fixing_issues.md                                                              | Markdown           |         28 |          0 |         15 |         43 |
| d:\github\NODE-JS\work\periodtracker\docs\deployment\overview.svg                                                                  | XML                |          3 |          1 |          0 |          4 |
| d:\github\NODE-JS\work\periodtracker\docs\deployment\switch_context.md                                                             | Markdown           |         29 |          0 |         15 |         44 |
| d:\github\NODE-JS\work\periodtracker\docs\localisation\asset_validation.md                                                         | Markdown           |         44 |          0 |         19 |         63 |
| d:\github\NODE-JS\work\periodtracker\docs\localisation\translations.md                                                             | Markdown           |         98 |          0 |         56 |        154 |
| d:\github\NODE-JS\work\periodtracker\docs\localisation\updating_content.md                                                         | Markdown           |         12 |          0 |          7 |         19 |
| d:\github\NODE-JS\work\periodtracker\docs\misc.md                                                                                  | Markdown           |         43 |          0 |         22 |         65 |
| d:\github\NODE-JS\work\periodtracker\docs\modules.md                                                                               | Markdown           |         85 |          0 |         49 |        134 |
| d:\github\NODE-JS\work\periodtracker\docs\run_project.md                                                                           | Markdown           |         10 |          0 |          6 |         16 |
| d:\github\NODE-JS\work\periodtracker\docs\setup.md                                                                                 | Markdown           |        139 |          0 |         89 |        228 |
| d:\github\NODE-JS\work\periodtracker\docs\start_project.md                                                                         | Markdown           |        106 |          0 |         60 |        166 |
| d:\github\NODE-JS\work\periodtracker\docs\tests.md                                                                                 | Markdown           |         12 |          0 |          7 |         19 |
| d:\github\NODE-JS\work\periodtracker\fetchContent.ts                                                                               | TypeScript         |        140 |         21 |         24 |        185 |
| d:\github\NODE-JS\work\periodtracker\generateSQL.ts                                                                                | TypeScript         |        260 |          3 |         40 |        303 |
| d:\github\NODE-JS\work\periodtracker\logger.ts                                                                                     | TypeScript         |          3 |          3 |          1 |          7 |
| d:\github\NODE-JS\work\periodtracker\merge-countries.ts                                                                            | TypeScript         |         46 |         19 |         17 |         82 |
| d:\github\NODE-JS\work\periodtracker\merge-provinces.ts                                                                            | TypeScript         |         60 |          7 |         16 |         83 |
| d:\github\NODE-JS\work\periodtracker\metaData.ts                                                                                   | TypeScript         |         15 |          0 |          1 |         16 |
| d:\github\NODE-JS\work\periodtracker\package.json                                                                                  | JSON               |         71 |          0 |          1 |         72 |
| d:\github\NODE-JS\work\periodtracker\packages\api\.dockerignore                                                                    | Ignore             |          5 |          0 |          0 |          5 |
| d:\github\NODE-JS\work\periodtracker\packages\api\Dockerfile                                                                       | Docker             |         14 |          4 |          9 |         27 |
| d:\github\NODE-JS\work\periodtracker\packages\api\__tests__\application\oky\AnalyticsApplicationService.test.ts                    | TypeScript         |         37 |          0 |         10 |         47 |
| d:\github\NODE-JS\work\periodtracker\packages\api\__tests__\application\oky\OkyUserApplicationService.test.ts                      | TypeScript         |        295 |          1 |         64 |        360 |
| d:\github\NODE-JS\work\periodtracker\packages\api\__tests__\domain\oky\AuthenticationService.test.ts                               | TypeScript         |         44 |          0 |         16 |         60 |
| d:\github\NODE-JS\work\periodtracker\packages\api\copyStaticAssets.ts                                                              | TypeScript         |          8 |          1 |          4 |         13 |
| d:\github\NODE-JS\work\periodtracker\packages\api\jest.config.js                                                                   | JavaScript         |          9 |          0 |          1 |         10 |
| d:\github\NODE-JS\work\periodtracker\packages\api\package.json                                                                     | JSON               |         64 |          0 |          1 |         65 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\application\oky\AnalyticsApplicationService.ts                               | TypeScript         |         23 |          0 |          7 |         30 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\application\oky\OkyUserApplicationService.ts                                 | TypeScript         |        155 |          0 |         28 |        183 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\application\oky\commands\AppendEventsCommand.ts                              | TypeScript         |          9 |          0 |          1 |         10 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\application\oky\commands\DeleteUserCommand.ts                                | TypeScript         |          3 |          0 |          1 |          4 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\application\oky\commands\DeleteUserFromPasswordCommand.ts                    | TypeScript         |          4 |          0 |          1 |          5 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\application\oky\commands\EditInfoCommand.ts                                  | TypeScript         |         10 |          0 |          2 |         12 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\application\oky\commands\EditSecretAnswerCommand.ts                          | TypeScript         |          5 |          0 |          1 |          6 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\application\oky\commands\LoginCommand.ts                                     | TypeScript         |          4 |          0 |          1 |          5 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\application\oky\commands\ReplaceStoreCommand.ts                              | TypeScript         |          5 |          0 |          1 |          6 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\application\oky\commands\ResetPasswordCommand.ts                             | TypeScript         |          5 |          0 |          1 |          6 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\application\oky\commands\SignupCommand.ts                                    | TypeScript         |         16 |          0 |          2 |         18 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\application\oky\commands\UserVerifiedPeriodDaysCommand.ts                    | TypeScript         |          5 |          0 |          2 |          7 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\domain\oky\AppEvent.ts                                                       | TypeScript         |         52 |          0 |         14 |         66 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\domain\oky\AppEventRepository.ts                                             | TypeScript         |          6 |          0 |          3 |          9 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\domain\oky\AuthenticationDescriptor.ts                                       | TypeScript         |         19 |          0 |          7 |         26 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\domain\oky\AuthenticationService.ts                                          | TypeScript         |         23 |          0 |          5 |         28 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\domain\oky\HashedName.ts                                                     | TypeScript         |         26 |          0 |          8 |         34 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\domain\oky\HashedPassword.ts                                                 | TypeScript         |         21 |          0 |          7 |         28 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\domain\oky\MemorableQuestion.ts                                              | TypeScript         |         34 |          0 |          9 |         43 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\domain\oky\OkyUser.ts                                                        | TypeScript         |        234 |          0 |         40 |        274 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\domain\oky\OkyUserRepository.ts                                              | TypeScript         |         10 |          0 |          3 |         13 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\index.ts                                                                     | TypeScript         |          4 |          0 |          2 |          6 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\infrastructure\db\TypeORMAppEventUserRepository.ts                           | TypeScript         |         22 |          0 |          5 |         27 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\infrastructure\db\TypeORMOkyUserRepository.ts                                | TypeScript         |         30 |          0 |          7 |         37 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\api\bootstrap.ts                                                  | TypeScript         |         33 |          0 |          8 |         41 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\api\controllers\account\AccountController.ts                      | TypeScript         |        199 |          8 |         29 |        236 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\api\controllers\account\requests\DeleteUserFromPasswordRequest.ts | TypeScript         |          7 |          0 |          3 |         10 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\api\controllers\account\requests\EditInfoRequest.ts               | TypeScript         |         19 |          0 |          7 |         26 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\api\controllers\account\requests\EditSecretAnswerRequest.ts       | TypeScript         |         14 |          0 |          3 |         17 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\api\controllers\account\requests\LoginRequest.ts                  | TypeScript         |          7 |          0 |          3 |         10 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\api\controllers\account\requests\ReplaceStoreRequest.ts           | TypeScript         |         15 |          0 |          5 |         20 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\api\controllers\account\requests\ResetPasswordRequest.ts          | TypeScript         |         13 |          0 |          3 |         16 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\api\controllers\account\requests\SignupRequest.ts                 | TypeScript         |         37 |          0 |         12 |         49 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\api\controllers\account\requests\UpdateMetadata.ts                | TypeScript         |         10 |          0 |          3 |         13 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\api\controllers\analytics\AnalyticsController.ts                  | TypeScript         |         20 |          0 |          6 |         26 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\api\controllers\analytics\requests\AppendEventsRequest.ts         | TypeScript         |         24 |          0 |          5 |         29 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\api\controllers\root\RootController.ts                            | TypeScript         |          8 |          0 |          2 |         10 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\api\middlewares\AuthenticationMiddleware.ts                       | TypeScript         |         45 |          3 |         11 |         59 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\dirs.ts                                                           | TypeScript         |          5 |          0 |          1 |          6 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\env.ts                                                            | TypeScript         |         31 |          3 |          5 |         39 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\interfaces\server.ts                                                         | TypeScript         |         36 |          3 |          9 |         48 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\shared\utils\isEmoji.ts                                                      | TypeScript         |          6 |          0 |          2 |          8 |
| d:\github\NODE-JS\work\periodtracker\packages\api\src\shared\utils\validateEmailAddress.ts                                         | TypeScript         |          4 |          0 |          1 |          5 |
| d:\github\NODE-JS\work\periodtracker\packages\api\tsconfig.json                                                                    | JSON with Comments |         22 |          0 |          1 |         23 |
| d:\github\NODE-JS\work\periodtracker\packages\api\tslint.json                                                                      | JSON               |          7 |          0 |          1 |          8 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\.dockerignore                                                                    | Ignore             |          6 |          0 |          0 |          6 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\@types\express.d.ts                                                              | TypeScript         |          6 |          1 |          2 |          9 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\Dockerfile                                                                       | Docker             |         12 |          4 |          7 |         23 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\__tests__\access\authentication.test.ts                                          | TypeScript         |         55 |          0 |         13 |         68 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\copyStaticAssets.ts                                                              | TypeScript         |         10 |          1 |          4 |         15 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\jest.config.js                                                                   | JavaScript         |          9 |          0 |          1 |         10 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\ormconfig.ts                                                                     | TypeScript         |         21 |          0 |          3 |         24 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\package.json                                                                     | JSON               |         57 |          0 |          1 |         58 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\access\access-control.ts                                                     | TypeScript         |         29 |          4 |          6 |         39 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\access\authentication.ts                                                     | TypeScript         |         31 |          0 |          5 |         36 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\access\role-definitions.ts                                                   | TypeScript         |         23 |          0 |          2 |         25 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\AboutBannerController.ts                                          | TypeScript         |         62 |          0 |         12 |         74 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\AboutController.ts                                                | TypeScript         |         39 |          0 |          9 |         48 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\AccessController.ts                                               | TypeScript         |         20 |          0 |          3 |         23 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\AgeRestrictionController.ts                                       | TypeScript         |         33 |          0 |          9 |         42 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\AnalyticsController.ts                                            | TypeScript         |         16 |          0 |          4 |         20 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\ArticleController.ts                                              | TypeScript         |        100 |          1 |          9 |        110 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\ArticleVoiceOverController.ts                                     | TypeScript         |         77 |          4 |         20 |        101 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\AvatarMessageController.ts                                        | TypeScript         |         39 |          1 |          9 |         49 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\CategoryController.ts                                             | TypeScript         |         80 |          0 |          9 |         89 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\ContentFilterController.ts                                        | TypeScript         |         32 |          0 |          9 |         41 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\DataController.ts                                                 | TypeScript         |        704 |        123 |        160 |        987 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\DidYouKnowController.ts                                           | TypeScript         |         43 |          0 |          7 |         50 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\HelpCenterAttributeController.ts                                  | TypeScript         |         35 |          0 |          8 |         43 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\HelpCenterController.ts                                           | TypeScript         |         64 |          0 |         12 |         76 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\NotificationController.ts                                         | TypeScript         |         93 |          5 |         12 |        110 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\PrivacyPolicyController.ts                                        | TypeScript         |         39 |          0 |          9 |         48 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\QuizController.ts                                                 | TypeScript         |         63 |          0 |          9 |         72 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\RenderController.ts                                               | TypeScript         |        408 |          2 |         39 |        449 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\SubcategoryController.ts                                          | TypeScript         |         67 |          0 |          9 |         76 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\SuggestionController.ts                                           | TypeScript         |         32 |          0 |          6 |         38 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\SurveyController.ts                                               | TypeScript         |        149 |          2 |          5 |        156 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\TermsAndConditionsController.ts                                   | TypeScript         |         43 |          0 |          9 |         52 |
| d:\github\NODE-JS\work\periodtracker\packages\cms\src\controller\UserController.ts                                                 | TypeScript         |         69 |          0 |          8 |         77 |
